Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2
FDR48,11.65,0.131770922,151.1024,OUT045,7.32582330233929,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCD54,21.1,0.028984804,146.1786,OUT013,8.017983375512774,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCT54,8.695,0.120211747,93.2094,OUT017,6.503488153006742,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDH02,7.27,0.02076385,89.0488,OUT013,5.204542807075047,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCD43,8.85,0.016006626,105.6964,OUT013,5.353718014199552,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDE46,18.6,0.015766712,152.9366,OUT035,7.4166806584269525,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCO42,12.792854228645062,0.024536199,144.6102,OUT027,8.240666057319922,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDR40,9.1,0.008046878,78.7618,OUT049,6.000941993891873,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDG24,7.975,0.014653896,82.425,OUT049,6.620106539308146,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
NCO17,10.0,0.073794811,121.444,OUT017,7.831110597794366,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDF22,6.865,0.056830682,214.0218,OUT046,8.622951651883524,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDC59,16.7,0.054618573,65.5168,OUT035,6.931148315782264,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCY18,7.285,0.052141447,174.9054,OUT010,6.265902172809438,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
DRE48,8.43,0.017360867,196.2768,OUT045,7.36366911159576,11,7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDV60,20.2,0.196438668,194.611,OUT010,5.97589903056637,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDB56,8.75,0.074743226,187.6556,OUT049,8.567535826069983,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDL20,12.792854228645062,0.127792701,111.1886,OUT027,8.400332130610392,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
NCZ53,12.792854228645064,0.024358634,190.4214,OUT027,8.640055218243914,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
DRM35,9.695,0.070431235,177.5344,OUT035,8.01776398113462,9,6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDV16,7.75,0.082930699,35.2558,OUT046,6.661833512698519,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDY19,19.75,0.041330512,115.8466,OUT013,7.81431021138962,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY12,9.8,0.235354055,50.8008,OUT010,4.626947333224356,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDM15,11.8,0.057746382,152.4366,OUT017,8.27653505124839,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDP12,9.8,0.045337184,36.8874,OUT049,6.337884285724048,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDT21,7.42,0.020374875,248.0092,OUT013,7.127730616803983,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
DRE49,20.75,0.035568147,151.8024,OUT010,5.029145583415352,15,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
FDN16,12.6,0.062797771,103.999,OUT049,6.717311223830943,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDE04,19.75,0.018096488,179.566,OUT018,7.900076989989181,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDC51,10.895,0.009613854,122.973,OUT013,7.116986501082949,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDO04,16.6,0.026645307,53.5614,OUT018,6.846351891506428,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDD41,6.765,0.087753682,105.3306,OUT017,7.6456903395321705,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDI45,13.1,0.037657459,175.8054,OUT045,7.938333664777306,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCB18,12.792854228645064,0.041091215,89.5514,OUT027,8.121466470910779,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDW51,6.155,0.095195306,213.956,OUT017,7.759876914806203,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCK07,10.65,0.048686689,164.1526,OUT046,7.501070300985557,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDZ45,12.79285422864506,0.117091213,197.9084,OUT019,6.900772959223226,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
FDB37,20.25,0.022940826,241.8538,OUT046,8.660339175371405,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDZ60,20.5,0.119339241,106.0596,OUT035,6.879084574265217,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDN04,11.8,0.014075334,176.8344,OUT013,8.18023347599654,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDW47,15.0,0.046336634,120.0414,OUT013,8.17029900242591,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDB17,13.15,0.036641589,180.7976,OUT013,8.725559032246842,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDR56,15.5,0.101176316,198.9768,OUT018,8.461858731983193,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDU55,12.792854228645062,0.035737373,260.6278,OUT027,9.145567241986774,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDH40,11.6,0.079376029,81.7276,OUT017,7.575821751652471,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDH05,14.35,0.091054989,231.8984,OUT049,8.441384573984752,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDX58,13.15,0.043852434,182.695,OUT045,8.345736794416574,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDC51,10.895,0.009620042,121.673,OUT035,7.586685881182799,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCR05,10.1,0.054939848,199.5084,OUT017,8.123837309790897,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
DRH25,18.7,0.014675574,50.8324,OUT017,6.841383825717003,6,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
NCR53,12.15,0.14526636,224.0404,OUT049,8.124626341976894,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDS04,10.195,0.146662938,138.6838,OUT046,7.778724157138645,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDC03,8.575,0.071786706,193.3794,OUT013,6.66098172530728,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDP44,16.5,0.133424184,102.2332,OUT010,4.6398923342156415,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDK16,9.065,0.115799592,95.3094,OUT018,7.447033773284233,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
NCC30,16.6,0.027579198,178.7344,OUT046,7.382068110265968,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDZ26,11.6,0.241055611,238.5222,OUT010,6.576562322406666,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
NCO54,19.5,0.014332439,57.1614,OUT018,7.23167404953173,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NCP41,16.6,0.027133398,106.2596,OUT010,5.378602506370986,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
DRE27,11.85,0.132876847,98.0726,OUT049,6.9824903259119395,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
FDQ10,12.85,0.03315162,170.6422,OUT013,7.983616514013864,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCU42,9.0,0.019536981,170.0474,OUT049,8.345736794416574,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDX43,5.655,0.085258864,165.85,OUT035,7.513136252285207,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCD19,8.93,0.013179388,55.1614,OUT046,6.846351891506428,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCI54,15.2,0.033592687,108.1912,OUT035,7.5268523934040825,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDS37,7.655,0.05346916,114.1492,OUT010,4.760884214577177,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDO25,12.792854228645062,0.126831854,209.027,OUT027,8.437065846827766,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDS57,15.5,0.103603094,143.547,OUT049,7.267155505961222,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDI52,18.7,0.104840884,122.1072,OUT049,6.1965027818788165,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
DRK12,9.5,0.042056944,31.89,OUT018,5.905879425260039,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDG40,13.65,0.040049609,34.4558,OUT017,6.417066213679212,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDU49,19.5,0.03075661,86.254,OUT045,7.680106353971674,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDR49,8.71,0.06595278007399345,46.5376,OUT013,6.356543676738191,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF40,12.792854228645064,0.03941584,247.8092,OUT019,6.2126429688191935,28,4,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
DRE03,19.6,0.024363939,46.3718,OUT017,6.496481131025555,6,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDR55,12.792854228645064,0.131443921,189.1872,OUT027,8.574601653991396,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
NCU05,11.8,0.058725131,82.3618,OUT035,7.0979019727098045,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDR36,6.715,0.122274118,40.3454,OUT017,6.733292362029665,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCM30,19.1,0.067239404,39.6796,OUT013,6.494470073461561,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDH24,20.7,0.021464454,156.6288,OUT049,8.276196211882436,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
DRO47,10.195,0.112681821,113.986,OUT018,6.117533162351139,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDQ49,20.2,0.039469737,155.163,OUT017,6.663534913940892,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
DRJ37,10.8,0.061101383,151.9024,OUT046,7.856180444765331,16,8,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCJ42,19.75,0.014359584,100.8332,OUT018,7.338886834292875,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDD05,19.35,0.016637301,120.9098,OUT049,7.431380951473746,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDC39,7.405,0.159843921,206.6296,OUT018,8.044608313613004,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
NCY06,15.25,0.061308889,128.8968,OUT045,7.762146096199516,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NCS06,12.792854228645062,0.055566935,263.591,OUT019,5.575915011656117,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
FDE16,8.895,0.026397141,207.8954,OUT045,8.172932809772442,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCQ50,18.75,0.034307348,215.2218,OUT046,8.455930280936927,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDX50,20.1,0.074627201,110.3228,OUT046,7.478375891102109,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCL41,12.35,0.041973712,35.7216,OUT017,6.2544516944667174,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDM58,16.85,0.080015028,111.8544,OUT018,7.4258440620311275,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDH35,18.25,0.10084386,166.3526,OUT010,5.108684748961584,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDS50,17.0,0.055519561,219.8114,OUT049,7.011716115546039,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDT09,12.792854228645062,0.012203915,133.2284,OUT027,8.378238479143175,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDR60,14.3,0.130946374,76.7328,OUT018,7.180798930639614,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDG22,17.6,0.041381156,35.019,OUT046,6.492454963393855,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDL52,12.792854228645062,0.04586701,37.9506,OUT027,6.815436460591681,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
DRJ39,20.25,0.036474041,218.3482,OUT018,7.787602002288249,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDW45,18.0,0.039231652,145.1418,OUT017,7.882145999053723,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCQ38,16.35,0.013393537,106.028,OUT045,6.9719312344007,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDB26,14.0,0.031444357,53.764,OUT017,6.684561726417885,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
DRG48,5.78,0.014555066,145.2102,OUT046,8.027154742799828,16,8,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDH10,21.0,0.082526478,191.8478,OUT010,6.654141179912733,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDP28,13.65,0.080765853,262.8936,OUT049,8.509136503289415,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDJ44,12.3,0.17797002,173.1396,OUT010,6.549305045863957,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDI07,12.35,0.03382933,196.9426,OUT045,7.926384669299209,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
DRJ24,11.8,0.11397026,185.1924,OUT017,7.86029832266236,6,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
DRL47,19.7,0.038729457,127.3362,OUT035,6.628064127243477,9,6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDP38,10.1,0.032075379,50.9008,OUT013,5.872696776759502,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDK02,12.79285422864506,0.196490902,120.544,OUT019,6.174569130589841,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
FDO23,17.85,0.146305498,94.1436,OUT013,7.382896438490037,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCE54,20.7,0.026877471,74.6354,OUT013,6.960628145189011,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDS52,8.89,0.005474515,99.7016,OUT046,7.56207347765209,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW01,14.5,0.064048405,153.4682,OUT035,7.425447394344256,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCF07,9.0,0.032203667,100.8016,OUT017,7.015907733548836,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
DRE15,13.35,0.017857847,77.5012,OUT018,7.32582330233929,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDR58,6.675,0.041921462,92.3462,OUT046,7.7862200238201975,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDL24,10.3,0.024875871,173.0422,OUT013,7.635451894629307,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDQ25,12.792854228645064,0.028139761,173.7422,OUT027,8.194860652439285,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDX56,17.1,0.073997843,207.0638,OUT013,8.511281994667003,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDD20,14.15,0.020798905,123.6046,OUT018,7.127730616803983,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
DRF60,10.8,0.052363244,236.5564,OUT017,8.56500016765287,6,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDW13,8.5,0.098283459,51.3324,OUT018,6.841383825717003,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDF09,6.215,0.012138795,39.2848,OUT013,6.259556989578044,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY45,17.5,0.06595278007399345,253.0356,OUT035,8.429244822859811,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDR26,20.7,0.042923652,178.3028,OUT045,6.969430454655927,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDZ01,8.975,0.009058845,103.399,OUT046,7.85592251350355,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDH53,20.5,0.032136417,83.9592,OUT010,5.112700787124548,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDG52,13.65,0.065898197,46.1402,OUT018,6.132100020886946,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDW50,13.1,0.075731322,167.5158,OUT045,7.316576216656976,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDX49,4.615,0.101812521,232.23,OUT035,8.542404693750282,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDJ44,12.3,0.106327251,172.8396,OUT046,7.870010854229762,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCI31,12.79285422864506,0.080933328,37.519,OUT027,6.737248057279786,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDZ52,19.2,0.100055601,112.4886,OUT035,7.109940408927454,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDE17,20.1,0.054540159,152.1366,OUT049,6.62894440747745,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDG34,11.5,0.037723476,109.5254,OUT018,7.577867786809562,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDE26,9.3,0.14897741,143.0786,OUT010,5.669733325881707,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDD56,15.2,0.104201019,176.5054,OUT018,7.998937298106865,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDR52,12.65,0.076198809,191.3846,OUT045,7.892147327693149,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDQ13,11.1,0.010639596,84.1908,OUT035,6.628064127243477,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCJ42,12.792854228645062,0.025039776,102.7332,OUT019,6.0189162766612645,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
FDH10,12.792854228645064,0.086326707,192.6478,OUT019,5.962281844132241,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
NCG42,19.2,0.041220035,131.231,OUT035,8.198713159951852,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDT31,19.75,0.01247354,187.5872,OUT045,7.188873657446902,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRD25,6.135,0.079132212,112.686,OUT045,7.987468771775362,11,7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDR35,12.5,0.020693809,199.1742,OUT035,8.384948376509833,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDL33,7.235,0.10016525,193.9452,OUT045,7.985204535422753,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDT45,15.85,0.057302606,53.3956,OUT035,6.399512317271524,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDT16,9.895,0.048761046,260.5278,OUT045,9.088415104109163,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
DRE49,20.75,0.06595278007399345,153.0024,OUT035,7.7955800320656214,9,6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
DRF60,10.8,0.052149675,239.9564,OUT049,8.24661793281209,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
NCB54,8.76,0.050130529,128.3336,OUT049,7.846852748741319,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDH20,16.1,0.024987903,97.341,OUT049,7.135713620568342,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDA31,7.1,0.109990885,172.908,OUT035,7.9268653805358165,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDE33,19.35,0.049736267,76.8644,OUT045,7.360287162315832,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDM12,16.7,0.117026714,189.2214,OUT010,5.243974162753643,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDW44,9.5,0.035121963,168.6448,OUT013,6.931148315782264,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
DRE48,8.43,0.017311312,197.8768,OUT013,8.228299505256922,26,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
NCX18,14.15,0.008811818,196.511,OUT045,7.919630334897834,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDA38,5.44,0.025583714,239.1538,OUT018,6.17733729096656,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDQ19,7.35,0.014353174,242.6512,OUT013,6.877713304031457,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY47,12.792854228645066,0.054220618,129.131,OUT027,8.504022436559783,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDE17,20.1,0.054410179,151.3366,OUT013,7.908923339049394,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY25,12.0,0.033974436,181.8976,OUT046,8.418132788306892,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT03,21.25,0.009996872,185.5608,OUT035,8.04716831394476,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDB49,8.3,0.030212499,98.0384,OUT045,7.958092031037335,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDL43,10.1,0.027217468,76.067,OUT017,7.2832923100085285,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDE47,14.15,0.038123176,123.5046,OUT017,7.59743324878331,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDS49,9.0,0.079506434,78.3644,OUT045,7.4555395208309445,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDU23,12.15,0.021811987,163.6184,OUT018,7.746152618415734,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDU38,12.792854228645066,0.082150145,192.9504,OUT027,8.91988988433019,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDV09,12.792854228645066,0.036012919,148.0734,OUT019,6.388382566025384,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
FDR20,20.0,0.028167478,45.5744,OUT049,6.117533162351139,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDY11,6.71,0.029560451,65.8142,OUT046,6.754469591607684,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG40,12.792854228645067,0.039631495,31.9558,OUT027,6.893370512536646,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDX20,7.365,0.04280099,228.372,OUT017,7.619894954848371,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDZ27,7.935,0.017141985,50.035,OUT013,5.015987611522865,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH09,12.6,0.056394771,51.3982,OUT017,6.16201669870247,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDG29,17.6,0.056379439,42.7454,OUT049,5.6856789231129685,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
NCA30,19.0,0.129534812,190.1872,OUT049,8.538241003931741,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
NCL53,7.5,0.036439878,175.3028,OUT017,8.010275787267753,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
DRE15,13.35,0.06595278007399345,77.6012,OUT046,6.895394802058869,16,8,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCS38,8.6,0.090191431,112.9176,OUT046,6.129203575205828,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDY21,12.792854228645066,0.30374337,196.011,OUT019,6.380517374195497,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
FDB58,10.5,0.022590318,140.6154,OUT010,5.651192901866224,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDH41,9.0,0.082011521,213.3534,OUT046,7.568627480830781,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRF23,4.61,0.122843005,172.4396,OUT049,7.359439884846947,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
FDE05,10.895,0.05432142,146.2102,OUT010,6.083201532468023,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDY10,17.6,0.049144165,112.7176,OUT049,7.449360706836253,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDS43,11.65,0.040577878,188.224,OUT049,7.1746998072391,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
NCM30,19.1,0.067400032,41.9796,OUT049,6.66608160040006,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDY49,17.2,0.012036432,165.7184,OUT045,7.505108482726854,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDN02,16.5,0.073977473,206.8638,OUT045,7.636094877691019,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDP37,15.6,0.143396175,128.0994,OUT045,7.68959524716825,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCF07,9.0,0.03201648,99.6016,OUT035,7.56207347765209,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDJ09,15.0,0.058346234,44.0744,OUT013,6.453375518956262,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDO23,12.792854228645071,0.14571827,94.3436,OUT027,7.727555550795178,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDH09,12.79285422864507,0.055806016,52.4982,OUT027,7.099002384293421,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDX34,6.195,0.072097449,119.3098,OUT049,7.095145634350528,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDV60,20.2,0.117543713,197.311,OUT049,8.113722193747602,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDE32,20.7,0.048718334,38.7506,OUT013,5.43242684205045,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCI30,20.25,0.0591756,245.046,OUT018,8.451389657153515,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
